sentimen,tweet,tweet_preprocess
negatif,Narasi nya ngaco. Referensi hanya dari Atta halilintar dan jess no limit. Sama seperti himbauan kumpulin kalajengking karena harga perliter mencapai milyaran. Itu pikiran anak sekolah. Kalo anak anak kita diarahkan untuk menjadi atta atau jess lalu siapa yg tanam padi?,narasi nya ngaco referensi atta halilintar jess no limit sepe i himbauan kumpulin kalajengking harga liter capai milyaran pikir anak sekolah kalo anak anak arah atta jess yg tanam padi
netral,"Prabowo Mau Naikkan Tax Ratio Jadi 16%, Jokowi: Ekonomi Bisa Shock #pilpres2019 #jokowimaruf #prabowosandi #pajak https://www.inews.id/finance/makro/prabowo-mau-naikkan-tax-ratio-jadi-16-jokowi-ekonomi-bisa-shock/515577/?utm_source=Twitter&utm_medium=Social&utm_campaign=socialmediaÂ â€¦",prabowo naik tax ratio jokowi ekonomi shock https www inews id finance makro prabowo naik tax ratio jokowi ekonomi shock utm source twitter utm medium social utm campaign socialmedia
negatif,"Perbodohan macam apa lagi ini. . .  kebelet bat pen jadi presiden ge, santay ae kali pa  Janji Tak Ambil Gaji Jika Menang Pilpres, Prabowo: Bukti Kita Tulus  http://detik.id/6ceGXIÂ ",bodoh kebelet bat pen presiden ge santay ae kali pa janji ambil gaji menang pilpres prabowo bukti tulus http detik id cegxi
netral,"Prabowo-Sandi Komitmen Tak Ambil Gaji Jika Terpilih, Sandiaga: Allah SWT Sudah Baik  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://www.wartaekonomi.co.id/read223640/prabowo-sandi-komitmen-tak-ambil-gaji-jika-terpilih-sandiaga-allah-swt-sudah-baik.htmlÂ â€¦",prabowo sandi komitmen ambil gaji pilih sandiaga allah swt prabowo sandiuno https www wa aekonomi co id read prabowo sandi komitmen ambil gaji pilih sandiaga allah swt html
netral,"Prabowo-Sandi Komitmen Tak akan Ambil Gaji Serupiah Pun jika Terpilih, Mau Dikemanakan Gaji Mereka? -  http://Tribunnews.comÂ  Mobile  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© http://www.tribunnews.com/pilpres-2019/2019/04/14/prabowo-sandi-komitmen-tak-akan-ambil-gaji-serupiah-pun-jika-terpilih-mau-dikemanakan-gaji-merekaÂ â€¦",prabowo sandi komitmen ambil gaji rupiah pilih mana gaji http tribunnews com mobile prabowo sandiuno http www tribunnews com pilpres prabowo sandi komitmen ambil gaji rupiah pilih mana gaji
positif,Itu bedanya pemimpin dan bukan pemimpin. Pemimpin memecahkan masalah secara makro untuk seluruh rakyat. Pemimpin KW memecahkan masalah berdasarkan keluhan perorangan. Hasilnya seperti TGUPP  DKI yang digaji untuk menyenangkan mereka bukan memecahkan masalah DKI: banjir dan macet.,beda pimpin pimpin pimpin pecah makro rakyat pimpin kw pecah dasar keluh orang hasil sepe i tgupp dki gaji senang pecah dki banjir macet
negatif,"Pak @jokowi, saya ayah dari 2 orang anak dan 1 orang isteri... Numpang curhat, Pak... Kok harga tiket belum turun-turun ini, Pak... Bagaimana ya? Saya saat ini berdomisili di Makassar namun keluarga saya ada di Jakarta... Mohon bantuan, Pak... Apalagi sebentar lagi hari Raya...",jokowi ayah orang anak orang isteri numpang curhat harga tiket turun turun ya domisili makassar keluarga jaka a mohon bantu sebentar raya
netral,"Menang Pilpres 2019, Prabowo-Sandi Janji Tak Ambil Gaji - Bisnis  http://Tempo.coÂ  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://bisnis.tempo.co/read/1195559/menang-pilpres-2019-prabowo-sandi-janji-tak-ambil-gajiÂ â€¦",menang pilpres prabowo sandi janji ambil gaji bisnis http tempo co prabowo sandiuno https bisnis tempo co read menang pilpres prabowo sandi janji ambil gaji
netral,ketika pa prabowo dan bang sandi berkampanye banyak masyarakat antusias memberikan sumbangan berupa uang dan lain-lain.makanya jasa baik para masyarakat tersebut dibalas ole pa prabowo dan bang sandi dengan tidak menerima gaji dan disumbangkan kepada masayarakat.,pa prabowo bang sandi kampanye masyarakat antusias sumbang uang jasa masyarakat balas ole pa prabowo bang sandi terima gaji sumbang masayarakat
netral,"Seperti Trump, Prabowo-Sandi Janji tak Ambil Gaji  #YourTurnBro  â¦@prabowoâ© â¦@sandiunoâ© https://www.cnbcindonesia.com/news/20190414082213-4-66604/seperti-trump-prabowo-sandi-janji-tak-ambil-gajiÂ â€¦",sepe i trump prabowo sandi janji ambil gaji prabowo sandiuno https www cnbcindonesia com news sepe i trump prabowo sandi janji ambil gaji
negatif,Yg tilil capres lu zer wong presiden ngomongnya game2 khayalan pantes petumbuhan ekonomi jadi menghayal terus.ðŸ™ˆðŸ™ˆ,yg tilil capres lu zer presiden ngomongnya game khayal pantes tumbuh ekonomi menghayal
netral,"Gara-gara Jokowi, Neraca Perdagangan Indonesia Terus Defisit - Warta Ekonomi  https://www.wartaekonomi.co.id/read223671/gara-gara-jokowi-neraca-perdagangan-indonesia-terus-defisit.htmlÂ â€¦",gara gara jokowi neraca dagang indonesia defisit wa a ekonomi https www wa aekonomi co id read gara gara jokowi neraca dagang indonesia defisit html
negatif,"@BhimaYudhistira: Tak Cuma Syok Ekonomi, Tax Ratio Kilat ala @prabowo Keliru  #JokowiMenangTotalDebat https://m.cnnindonesia.com/ekonomi/20190414074014-532-386187/tak-cuma-syok-ekonomi-tax-ratio-kilat-ala-prabowo-keliru?utm_source=twitter&utm_medium=oa&ut",bhimayudhistira syok ekonomi tax ratio kilat ala prabowo keliru https m cnnindonesia com ekonomi syok ekonomi tax ratio kilat ala prabowo keliru utm source twitter utm medium oa ut
positif,"setuju bats. mereka yang bilng itu pertanyaan memalukan, gak ngerti2 apa soal ekonomi digital apalagi melalui game interaktif kek dota, ini namanya ngambil peluang ekonomi. Pak jkw ambil peluang itu lewat kemajuan game saat ini. Bego semua yg bilang itu gak faedah",tuju bats bilng pe anyaan malu gak nge i ekonomi digital game interaktif kek dota nama ngambil peluang ekonomi jkw ambil peluang maju game bego yg bilang gak faedah
positif,"Baca sejarah mas bagaimana berdarah darahnya perekonomian China pada saat pembangunan infrastruktur, dimulai tahun berapa dan kemudahan asing berinvestasi dikawasan industrinya, lihat bgmn mrk sekarang. Di sini yang ngaco malah diluar pemerintahannya hadeeeuh",baca sejarah mas darah darah ekonomi china bangun infrastruktur mudah asing investasi kawasan industri lihat bgmn mrk ngaco luar perintah hadeeeuh
positif,"Setuju Kang Pemerintah sudah kasih bermacam2 cara dan kemudahan, kalau kitanya gag usaha dan kreatif ya percuma. Aku usaha beras organik lokal, harganya lebih mahal dari beras biasa, kok ya lancar2 aja tuh. pic.twitter.com/ePBIc0rORh",tuju kang perintah kasih mudah kita gag usaha kreatif ya usaha beras organik lokal harga mahal beras ya lancar aja tuh pic twitter com epbicrorh
positif,Prabowo sandi Masalah ekonomi kerakyatan #2019PrabowoSandiMenang #2019PrabowoSubiantoPresidenRI,prabowo sandi ekonomi rakyat
positif,@Jokowi #JokowiMenangTotalDebat. Pembangunan ekonomi juga dilakukan oleh pemerintah di sektor maritim. Saat ini para nelayan didukung penuh oleh bank mikro dan menjadi tuan rumah di negaranya sendiri. 17 April Coblos Jokowi-KMA #JokowiMenangTotalDebat,jokowi bangun ekonomi perintah sektor maritim nelayan dukung penuh bank mikro tuan rumah negara april coblos jokowi kma
negatif,"Tak ambil gaji tpi ambil uang fee proyek,  kkn dan korupsi.  Sok ga mau uang tpi karyawan blm gajan , perusahaan merugi.  Yakin tak ambil gaji  ???",ambil gaji tpi ambil uang fee proyek kkn korupsi sok ga uang tpi karyawan blm gajan usaha rugi ambil gaji
netral,arah ekonomi indonesia salah presiden sebelum2nya jokowi #PrabowoSalahkanSBY pic.twitter.com/OjfzRFbk4m,arah ekonomi indonesia salah presiden jokowi pic twitter com ojfzrfbkm
positif,"Kesalahan presiden sebelumnya adalah merusak arah ekonomi indonesia, kehebatan adalah jokowi memperbaikinya #PrabowoSalahkanSBY pic.twitter.com/L7eULNwiay",salah presiden rusak arah ekonomi indonesia hebat jokowi baik pic twitter com leulnwiay
negatif,"partainya nya aja yg gak bisa menangkap tanda-tanda dari langit,,  udh digituin berkali kali masih juga ngejogrog disitu,, demi segilintir orang yg membenci Jokowi,, mau juga direndahkan harga dirinya,,,",pa ainya nya aja yg gak tangkap tanda tanda langit udh digituin kali kali ngejogrog situ segilintir orang yg benci jokowi rendah harga
positif,Gaji bukan tujuan Utama Capres Ini  Tapi duit2 koruptor itu Lho,gaji tuju utama capres duit koruptor lho
netral,Dwi Tunggal Pemerintahan @prabowo strategi pertahanan dan keamanan @Sandiuno ekonomi dan kesejahteraan,dwi tunggal perintah prabowo strategi pe ahanan aman sandiuno ekonomi sejahtera
negatif,"Hahahah goblok ni Adi lihat Subtansi Arah Ekonomi Salah 4,5 tahun ga memperbaiki malah tambah nyungsep salah arah... Dan itu salah kita semua",hahahah goblok ni adi lihat subtansi arah ekonomi salah ga baik nyungsep salah arah salah
negatif,"Uang dari mana bos...hutang tidak, listrik subsidi, bahan bakar subsidi, pangan subsidi, gaji ASN naik, ...apa mau menaikan pajak??? Atau musti nunggu prabowo presiden untuk mendapat jawabannya??? Dapat gelar profesor dimana??",uang bos hutang listrik subsidi bahan bakar subsidi pangan subsidi gaji asn naik pajak musti nunggu prabowo presiden jawab gelar profesor mana
negatif,"Gak ambil gaji yg cuma beberapa juta, tapi kebijakannya akan alirkan keuntungan Trilyunan rupiah ke perusahaann pribadi nya... Seperti di DKI  JANJI BASI @prabowo @sandiuno",gak ambil gaji yg juta bijak alir untung trilyunan rupiah perusahaann pribadi nya sepe i dki janji basi prabowo sandiuno
negatif,Si jae ngajarain ekonomi ke Prabowo Sandi yg sudah kenyang ilmu itu berpuluh tahun.   Dan 02 mesem2.  *moment paling satire  @FaisalBasri SMI dkk apa ga mengigil liat itu?,si jae ngajarain ekonomi prabowo sandi yg kenyang ilmu puluh mesem moment satire faisalbasri smi dkk ga mengigil liat
netral,Daftar Presiden Sebelum Jokowi dan Uraian Singkat Kinerja Ekonomi  https://nasional.tempo.co/read/1195589/daftar-presiden-sebelum-jokowi-dan-uraian-singkat-kinerja-ekonomi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,daftar presiden jokowi urai singkat kerja ekonomi https nasional tempo co read daftar presiden jokowi urai singkat kerja ekonomi utm source digital marketing utm medium twitter utm campaign dlvrit
positif,"Gua dukung @jokowi, enak banget soalnya, nganggur di gajih terus di suruh main mobile legend ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£",gua dukung jokowi enak banget nganggur gajih suruh main mobile legend
negatif,"Hahaha coba lihat jokowi gagap, kok ga digembar gemborkan, bicara makro ekonomi harus selaras dg mikro ekonomi kalau tahu betul fokus masalah. Sdhlah ngaku pengalaman nmn tata kelola negara bikin utang bengkak, 2x lipat pemerintahan sebelumnya. Kalau normatif semua orang bisa.",hahaha coba lihat jokowi gagap ga digembar gembor bicara makro ekonomi selaras dg mikro ekonomi fokus sdhlah ngaku alam nmn tata kelola negara bikin utang bengkak x lipat perintah normatif orang
netral,Luar Biasa Benar - benar MantaPS presiden RI periode 2019 - 2024 Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih  https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8XjqeÂ â€¦,mantaps presiden ri periode prabowo sandi ambil gaji peser pilih https kumpar com kumparannews prabowo sandi ambil gaji peser pilih qshpxjqe
positif,"Anak saya kuliah mahal2 buat bikin game dan animasi. Itu profesi yg menjanjikan dan bisa menjadi penopang masa depan. Jangan lembek gitu ah, anak dikuliahin ujung2nya nuntut jadi PNS biar gajian tiap bulan.",anak kuliah mahal bikin game animasi profesi yg janji topang lembek gitu ah anak dikuliahin ujung nuntut pns biar gaji
positif,"Pada masa pemerintahan Jokowi, laju kenaikan harga relatif terjaga untuk meningkatkan kesejahteraan rakyat.#IndonesiaOptimis #BersatuIndonesia #IndonesiaMaju #JokowiAmin #JokowiSekaliLagi",perintah jokowi laju naik harga relatif jaga tingkat sejahtera rakyat
positif,"Pernyataan prabowo-sandi tidak mengambil gaji itu sudah pasti, contoh kecilnya saja pak sandi menjabat di dki tidak mengambil gaji sepersen pun. Bukan sebalik nya jual beli jabatan yg jarak nya 1 cm yg kemudian ketangkap karna niatnya salah dari awal.",nyata prabowo sandi ambil gaji contoh kecil sandi jabat dki ambil gaji persen balik nya jual beli jabat yg jarak nya cm yg tangkap karna niat salah
negatif,Pantesnya kubu sono jadi rt atau max rw aja 200jt penduduk indonesia ditanya pasti jawabnya beda beda mending kita bicara ekonomi makro aja pak pemerataan untuk kebersamaan...amin lanjut 2 periode pak dhe,pantesnya kubu sono max rw aja jt duduk indonesia beda beda mending bicara ekonomi makro aja perata sama amin periode dhe
netral,Pak prabowo berkilah bahwa yang dia maksud bukanlah Jokowi. Yang membuat perekonomian Indonesia salah arah justru pemimpin sebelumnya. Siapa? SBY dong jelasnya #PrabowoSalahkanSBY,prabowo kilah maksud jokowi ekonomi indonesia salah arah pimpin sby
positif,"FYI: Digital ekonomi yang di paparkan oleh cawapres 02 juga sudah di lakukan di era pemerintahan @jokowi , jadi solusi apa yang baru yg di tawarkan oleh paslon 02? Saya kira sudah hampir di jalani semuanya apa yang 02 paparkan pada debat final mala ini. #PrabowoSalahkanSBY",fyi digital ekonomi papar cawapres laku era perintah jokowi solusi yg tawar paslon jalan papar debat final mala
negatif,"Cara menjebak kapabilitas @jokowi kepala dilepas kaki diikat,trlihat jelas bhw kebijakan ekonomi makro yg salah fokus pd cari utang baru& bayar angsuran lama. Shg ekonomi ril mati. Agar parlente munculah mobile legend&e'support  @BappenasRI @BPKPgoid @iai",jebak kapabilitas jokowi kepala lepas kaki ikat trlihat bhw bijak ekonomi makro yg salah fokus pd cari utang bayar angsur shg ekonomi ril mati parlente munculah mobile legend e suppo bappenasri bpkpgoid iai
positif,Jangan salah pilih ya Ayo datang ke TPS tgl 17 April 2019 Prabowo Sandi Presidennya Pks partainya ðŸ‘†02 president âœ‹ðŸ‘Œ08 Partai PKS Kenapa harus Pks ? Pks akan : 1. Melindungi ulama 2. Sim seumur hidup 3. Pajak motor dihapus 4. Pajak PPh 21 untuk penghasilan dibawah 8 jt di hapus.,salah pilih ya ayo tps tgl april prabowo sandi presiden pks pa ainya president pa ai pks pks pks lindung ulama sim umur hidup pajak motor hapus pajak pph hasil bawah jt hapus
positif,Gaji Prabowo-Sandi tidak akan diambil sepeserpun..membuktikan kalau beliau mmg berjuang utk kepentingan rakyat bangsa dan negara.,gaji prabowo sandi ambil peser bukti beliau mmg juang utk penting rakyat bangsa negara
netral,"Prabowo Sebut Ekonomi RI Menyimpang dari Cita-cita Pendiri Bangsa:  http://Jiromedia.comÂ  -Calon Presiden dan Wakil Presiden Prabowo nomor urut 02, Prabowo-Sandi, mengatakan kondisi ekonomi Indonesia yang saat ini sedang berjalan berada pada arah yangâ€¦  http://dlvr.it/R2mpLKÂ ",prabowo ekonomi ri simpang cita cita diri bangsa http jiromedia com calon presiden wakil presiden prabowo nomor urut prabowo sandi kondisi ekonomi indonesia jalan arah http dlvr it rmplk
negatif,"Jelas salah pemerintah yg membuat hukumnya ga ketat, gw udh contohin td kaya d singapore. Knp? Krn pemerintah d gaji utk itu, itu tugas pemerintah. Bertanggung jawab atas semua yg terjadi pd rakyatnya, kl ga sanggup jgn mau jd pemimpin. Lu paham ga makna pemimpin itu apa?",salah perintah yg hukum ga ketat gw udh contohin td kaya d singapore knp krn perintah d gaji utk tugas perintah be anggung yg pd rakyat kl ga sanggup jgn jd pimpin lu paham ga makna pimpin
positif,"setelah di pikir, prabowo sandi memang ga butuh gaji jd presiden. wong bisnisnya dia aja udah jadi mahal kalo dia jd presidenðŸ˜‚",pikir prabowo sandi ga butuh gaji jd presiden bisnis aja udah mahal kalo jd presiden
positif,"Prabowo sandi  Keren   Gaminta gaji...  Nanti yg bayar Allah aja yah..  ""Semoga harimu menyenangkan""  #YourTurnBro",prabowo sandi keren gaminta gaji yg bayar allah aja yah moga hari senang
positif,Prabowo-Sandi: Tak akan ambil gajinya sepersen pun jika terpilih.   Gaji yang mereka terima akan berikan ke kaum yatim dan dhuafa.  Sungguh mulia hati pemimpin kita ini.. Allahu Akbar..!    https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8XjqeÂ â€¦,prabowo sandi ambil gaji persen pilih gaji terima kaum yatim dhuafa sungguh mulia hati pimpin allahu akbar https kumpar com kumparannews prabowo sandi ambil gaji peser pilih qshpxjqe
netral,"Jika Terpilih, Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun  https://wp.me/paE6Ul-17QÂ ",pilih prabowo sandi ambil gaji peser https wp me paeul q
negatif,"Kasian, kalian tdk sadar dgn keadaan indonesia seperti ini, kalaian tau tidk kalau @jokowi itu boneka yg di pajang,.... Dtmbah lagi @jokowi yg memang belum bisa jadi pemimpin buktinya hancur ekonomi indonesia,...",kasi tdk sadar dgn indonesia sepe i kalai tau tidk jokowi boneka yg pajang dtmbah jokowi yg pimpin bukti hancur ekonomi indonesia
positif,"Pengen bngt dengan programnya Pakde  @jokowi  yg pengguran digaji itu, pen bats nganggur rasanya tu. Adek lelah bekerja bang ðŸ˜…",ken bngt program pakde jokowi yg pengguran gaji pen bats nganggur tu adek lelah bang
negatif,Goblok nya kau emang kebangetan @Dennysiregar7 makanya otak dipakai buat mikir yg manfaat bukan otak di pantat. Sekelas petahana kok mikirin e sport sdg ekonomi aja masih carut marut. Kebanyakan makan tai kau ya?,goblok nya kau emang banget dennysiregar otak pakai mikir yg manfaat otak pantat kelas tahana mikirin e spo sdg ekonomi aja carut marut banyak makan tai kau ya
positif,Masih banyak masalah yg bisa lebih d utamakan soal ekonomi dan penegakan hukum saya rasa prabowo dari awal fokus ke hal2 itu bukan tidak peduli terhadap e-sport melainkan kita punya fokus masalah utama sma seperti jokowi yg dalam pemerintahanya fokus pada infrastruktur.,yg d utama ekonomi tega hukum prabowo fokus peduli e spo fokus utama sma sepe i jokowi yg pemerintahanya fokus infrastruktur
negatif,BAGAIMANA HIDUP LAGI BAIK SEDANGKAN PAK JOKOWI LEMAH TENTANG ILMU EKONOMI... BIUKTINYA YA... NILAI RUPIAH MENJUNAM...EXPOR SEMAKIN MEROSOT... HARGA SANDANG PANGAN DI MONOPOLI KETURUNAN TIONGHOA....,hidup jokowi lemah ilmu ekonomi biuktinya ya nilai rupiah junam expor merosot harga sandang pangan monopoli turun tionghoa
